anio_registro,millas_recorridas,precio_vehiculo,num_asientos,num_puertas,complejidad_reparacion,costo_reparacion,horas_reparacion,marca2_Audi,marca2_BMW,marca2_Citroen,marca2_Ford,marca2_Nissan,marca2_OTROS,marca2_Peugeot,marca2_Toyota,marca2_Vauxhall,marca2_Volkswagen
2014.0,21200.0,8350.0,5.0,5.0,1,263.5,9.0,0,0,0,0,0,1,0,0,0,0
2011.0,19660.0,4995.0,5.0,3.0,3,589.95,27.0,0,0,0,0,0,1,0,0,0,0
2019.0,11000.0,6495.0,5.0,5.0,1,43.2475,2.0,0,0,0,1,0,0,0,0,0,0
2009.0,108000.0,6500.0,4.0,2.0,1,385.0,3.0,1,0,0,0,0,0,0,0,0,0
2015.0,23487.0,9000.0,4.0,3.0,1,10.6495,0.5,0,0,0,0,0,1,0,0,0,0
2017.0,9591.0,41920.0,2.0,2.0,3,539.2,6.0,0,0,0,0,0,1,0,0,0,0
2016.0,45110.0,8909.0,5.0,5.0,1,149.09,3.0,0,0,0,0,0,0,0,0,1,0
2010.0,23518.0,3985.0,5.0,5.0,1,41.9925,2.0,0,0,0,0,0,1,0,0,0,0
2010.0,81000.0,8295.0,4.0,2.0,1,122.95,2.0,1,0,0,0,0,0,0,0,0,0
2013.0,43000.0,11500.0,5.0,5.0,3,31.15,1.5,0,0,0,0,0,1,0,0,0,0
2008.0,90000.0,14490.0,5.0,5.0,3,163.47,6.0,0,0,0,0,0,1,0,0,0,0
2017.0,2141.0,27000.0,5.0,5.0,1,28.1,1.0,0,0,0,0,0,0,0,0,1,0
2013.0,87708.0,24495.0,7.0,5.0,3,74.697,3.0,0,0,0,0,0,1,0,0,0,0
2012.0,127400.0,7490.0,5.0,5.0,1,22.247,1.0,0,0,0,0,0,1,0,0,0,0
2015.0,62700.0,17994.0,5.0,4.0,2,21.7994,1.0,0,0,0,0,0,1,0,0,0,0
2015.0,5000.0,5995.0,4.0,3.0,1,119.95,3.0,0,0,0,0,0,0,0,0,1,0
2019.0,23928.0,11880.0,5.0,5.0,1,51.88,2.0,0,0,0,0,0,1,0,0,0,0
2015.0,15800.0,20400.0,9.0,5.0,1,50.2,2.0,0,0,0,1,0,0,0,0,0,0
2007.0,61000.0,5499.0,4.0,2.0,3,125.499,6.0,0,0,0,0,0,1,0,0,0,0
2013.0,23500.0,29995.0,2.0,2.0,3,89.99000000000001,1.5,0,0,0,0,0,1,0,0,0,0
2006.0,117000.0,2190.0,5.0,4.0,3,30.219,1.5,0,0,0,0,0,1,0,0,0,0
2007.0,113000.0,1495.0,4.0,3.0,1,134.75,3.0,0,0,0,0,0,0,0,1,0,0
2012.0,51000.0,7300.0,5.0,5.0,3,613.0,27.0,0,0,0,0,0,1,0,0,0,0
2017.0,10029.0,7500.0,4.0,5.0,1,115.0,2.0,0,0,0,0,0,0,1,0,0,0
2016.0,14285.0,15401.0,4.0,3.0,1,348.02,2.0,0,0,0,0,0,0,0,0,0,1
2015.0,49878.0,6250.0,5.0,5.0,2,422.5,18.0,0,0,1,0,0,0,0,0,0,0
2014.0,22013.0,12498.0,7.0,5.0,1,11.2498,0.5,0,0,0,1,0,0,0,0,0,0
2014.0,88258.0,10695.0,5.0,5.0,1,286.95,9.0,1,0,0,0,0,0,0,0,0,0
2005.0,59970.0,20995.0,5.0,4.0,3,539.9000000000001,6.0,0,0,0,0,0,1,0,0,0,0
2010.0,91000.0,3590.0,5.0,5.0,1,95.9,3.0,0,0,0,1,0,0,0,0,0,0
2019.0,13937.0,14850.0,5.0,5.0,1,24.455,1.0,0,0,0,1,0,0,0,0,0,0
2017.0,4516.0,15790.0,5.0,5.0,1,11.579,0.5,0,0,0,0,0,0,0,0,0,1
2018.0,10.0,21000.0,7.0,5.0,1,460.0,2.0,0,0,0,0,0,0,0,0,0,1
2016.0,23015.0,36990.0,5.0,4.0,1,76.99000000000001,2.0,0,0,0,0,0,1,0,0,0,0
2015.0,18000.0,6295.0,4.0,5.0,1,25.6655,1.0,0,0,0,0,0,1,0,0,0,0
2006.0,102704.0,13995.0,5.0,4.0,1,37.99,0.5,1,0,0,0,0,0,0,0,0,0
2013.0,33000.0,13000.0,5.0,4.0,1,27.8,1.0,0,0,0,0,0,1,0,0,0,0
2011.0,75000.0,5970.0,5.0,3.0,1,57.91,2.0,0,0,0,0,0,0,0,0,1,0
2017.0,3870.0,9000.0,4.0,5.0,1,53.7425,2.0,0,1,0,0,0,0,0,0,0,0
2017.0,12462.0,24000.0,5.0,4.0,1,27.2,1.0,0,0,0,0,0,1,0,0,0,0
2013.0,42059.0,9000.0,5.0,5.0,1,150.0,2.0,0,0,0,1,0,0,0,0,0,0
2017.0,6276.0,7990.0,5.0,3.0,1,27.191,1.0,0,0,0,0,0,0,0,0,1,0
2018.0,10.0,16000.0,5.0,5.0,1,360.0,2.0,0,0,0,0,0,1,0,0,0,0
2010.0,71500.0,6650.0,4.0,2.0,2,83.325,4.0,0,0,0,0,0,1,0,0,0,0
2015.0,31000.0,14990.0,5.0,4.0,1,33.491,1.0,0,0,0,0,0,1,0,0,0,0
2015.0,10000.0,9489.0,5.0,5.0,1,22.8467,1.0,0,0,0,1,0,0,0,0,0,0
2010.0,62000.0,5999.0,5.0,3.0,1,239.99,9.0,0,0,0,0,0,1,0,0,0,0
2014.0,72652.0,6678.0,5.0,4.0,1,173.56,2.0,0,0,0,0,0,0,1,0,0,0
2016.0,18000.0,42500.0,5.0,5.0,3,85.5,3.0,0,0,0,0,0,1,0,0,0,0
2015.0,1.0,47995.0,2.0,3.0,3,34.7995,1.5,0,0,0,0,0,1,0,0,0,0
2010.0,46000.0,21995.0,5.0,4.0,1,279.95000000000005,3.0,0,0,0,0,0,1,0,0,0,0
2007.0,62000.0,6490.0,5.0,5.0,1,26.49,1.0,0,1,0,0,0,0,0,0,0,0
2012.0,94412.0,3450.0,4.0,3.0,1,22.07,1.0,0,0,0,0,0,1,0,0,0,0
2018.0,3250.0,16490.0,5.0,5.0,1,129.47,4.0,0,0,0,0,0,0,1,0,0,0
2004.0,94015.0,4995.0,2.0,2.0,1,21.4985,1.0,0,1,0,0,0,0,0,0,0,0
2014.0,39444.0,20399.0,4.0,4.0,1,383.99,9.0,0,0,0,1,0,0,0,0,0,0
2016.0,49998.0,9250.0,5.0,5.0,2,20.925,1.0,0,0,0,0,0,1,0,0,0,0
2006.0,41069.0,2995.0,5.0,5.0,1,21.797,1.0,0,0,0,1,0,0,0,0,0,0
2010.0,106000.0,9000.0,5.0,4.0,1,279.5,9.0,0,0,0,0,1,0,0,0,0,0
2013.0,58360.0,6195.0,5.0,5.0,1,121.95,3.0,0,0,0,0,0,1,0,0,0,0
2008.0,89000.0,3280.0,5.0,5.0,1,43.28,2.0,0,0,0,0,0,0,0,0,0,1
2017.0,13200.0,13499.0,5.0,5.0,1,111.66667702228337,120.02999663736072,0,0,0,0,0,0,0,0,1,0
2015.0,28000.0,4995.0,4.0,3.0,1,64.995,3.0,0,0,0,1,0,0,0,0,0,0
2002.0,162000.0,600.0,5.0,4.0,1,52.0,2.0,0,1,0,0,0,0,0,0,0,0
2017.0,12540.0,21995.0,7.0,5.0,2,517.9549999999999,16.0,0,0,0,0,0,1,0,0,0,0
2003.0,43000.0,9000.0,4.0,3.0,1,41.2245,2.0,0,0,0,0,0,0,0,0,0,1
2014.0,58660.0,6490.0,5.0,5.0,1,43.245,2.0,0,0,0,1,0,0,0,0,0,0
2015.0,19300.0,11491.0,5.0,5.0,1,31.491,1.0,0,0,0,0,0,1,0,0,0,0
2014.0,54000.0,6000.0,5.0,5.0,1,100.0,2.0,0,0,0,0,1,0,0,0,0,0
2014.0,20315.0,9000.0,5.0,5.0,1,44.999,2.0,0,0,0,0,0,1,0,0,0,0
2017.0,15.0,9489.0,5.0,5.0,1,274.89,9.0,0,0,0,0,0,1,0,0,0,0
2016.0,3590.0,9500.0,4.0,3.0,1,25.7,1.0,0,0,0,0,0,1,0,0,0,0
2013.0,45606.0,8295.0,5.0,5.0,1,27.4655,1.0,0,0,0,0,1,0,0,0,0,0
2012.0,137000.0,4499.0,5.0,5.0,1,21.3497,1.0,0,0,0,1,0,0,0,0,0,0
2011.0,77000.0,9000.0,7.0,5.0,1,90.5,4.0,0,0,0,0,0,0,0,0,1,0
2019.0,8530.0,94895.0,4.0,2.0,3,88.4685,3.0,0,0,0,0,0,1,0,0,0,0
2011.0,110000.0,3995.0,5.0,5.0,1,79.95,2.0,0,0,0,0,0,0,0,0,1,0
2011.0,29000.0,9990.0,4.0,3.0,1,10.999,0.5,1,0,0,0,0,0,0,0,0,0
2018.0,700.0,9495.0,5.0,5.0,1,229.9,2.0,0,0,0,0,0,1,0,0,0,0
2013.0,133525.0,4995.0,5.0,4.0,1,109.95,3.0,0,0,0,0,0,0,0,0,0,1
2004.0,170000.0,1599.0,5.0,5.0,1,55.99,2.0,0,0,0,0,0,1,0,0,0,0
2010.0,27313.0,4299.0,4.0,5.0,1,391.55388934441817,2.0,0,0,0,0,0,1,0,0,0,0
2017.0,9454.0,31795.0,7.0,5.0,1,175.385,4.0,0,0,0,0,0,1,0,0,0,0
2007.0,139000.0,1495.0,5.0,4.0,3,30.1495,1.5,0,0,0,0,0,1,0,0,0,0
2016.0,11129.0,40544.0,5.0,5.0,1,465.44,3.0,0,1,0,0,0,0,0,0,0,0
2019.0,12225.0,32950.0,5.0,5.0,1,290.65,3.0,1,0,0,0,0,0,0,0,0,0
2009.0,112000.0,18495.0,5.0,5.0,3,31.8495,1.5,0,0,0,0,0,1,0,0,0,0
2009.0,76000.0,2399.0,5.0,5.0,1,203.99,9.0,0,0,0,0,0,1,0,0,0,0
2007.0,59663.0,1900.0,5.0,5.0,1,73.3,3.0,0,0,0,1,0,0,0,0,0,0
2011.0,66000.0,3900.0,5.0,3.0,2,119.0,4.0,0,0,0,0,0,1,0,0,0,0
2008.0,70000.0,2495.0,4.0,2.0,1,64.95,2.0,0,0,0,1,0,0,0,0,0,0
2017.0,12532.0,16488.0,5.0,5.0,1,224.88,3.0,0,0,0,1,0,0,0,0,0,0
2014.0,14745.0,14599.0,5.0,5.0,1,28.7594,1.0,0,0,0,0,0,1,0,0,0,0
2008.0,98055.0,2495.0,5.0,5.0,1,184.75,3.0,0,0,0,0,0,1,0,0,0,0
2009.0,99000.0,7999.0,4.0,3.0,1,10.7999,0.5,1,0,0,0,0,0,0,0,0,0
2011.0,40691.0,5300.0,5.0,3.0,1,325.0,3.0,0,0,0,0,0,0,0,0,1,0
2019.0,34248.0,23730.0,5.0,4.0,1,514.6,2.0,0,0,0,0,0,1,0,0,0,0
2016.0,31552.0,23995.0,5.0,5.0,3,419.9500000000001,9.0,0,0,0,0,0,1,0,0,0,0
2012.0,11500.0,10499.0,7.0,5.0,1,11.0499,0.5,0,0,0,1,0,0,0,0,0,0
2017.0,8509.0,40000.0,16.0,0.0,1,56.0,1.0,0,0,0,0,0,1,0,0,0,0
2018.0,100.0,8290.0,4.0,3.0,1,24.974,1.0,0,0,0,0,0,0,0,0,0,1
2013.0,41100.0,5995.0,5.0,5.0,2,82.9975,4.0,0,0,1,0,0,0,0,0,0,0
2015.0,28719.0,12698.0,7.0,5.0,1,32.698,1.0,0,0,0,1,0,0,0,0,0,0
2008.0,88000.0,9000.0,5.0,5.0,1,22.995,1.0,0,0,0,0,0,1,0,0,0,0
2018.0,1199.0,21988.0,5.0,5.0,1,50.994,2.0,0,0,0,0,0,1,0,0,0,0
2007.0,57000.0,2450.0,4.0,5.0,1,84.5,3.0,0,0,0,0,0,1,0,0,0,0
2019.0,4655.0,27990.0,5.0,5.0,1,53.995000000000005,2.0,0,0,0,0,0,1,0,0,0,0
2019.0,27578.0,11504.0,5.0,5.0,1,30.3536,1.0,0,0,0,0,0,0,0,0,1,0
2007.0,50000.0,4490.0,5.0,5.0,1,24.041,1.0,0,0,0,1,0,0,0,0,0,0
2007.0,104500.0,2490.0,5.0,5.0,1,22.241,1.0,0,0,0,0,0,0,1,0,0,0
2006.0,87000.0,1990.0,5.0,4.0,3,193.93,9.0,0,0,0,0,0,1,0,0,0,0
2017.0,3892.0,16495.0,5.0,5.0,1,369.9,2.0,0,0,0,0,0,1,0,0,0,0
2005.0,86900.0,1050.0,5.0,5.0,1,61.0,2.0,0,0,0,1,0,0,0,0,0,0
2007.0,84576.0,2500.0,7.0,5.0,1,185.0,3.0,0,0,0,0,0,0,0,0,1,0
2017.0,18267.0,10989.0,5.0,5.0,1,259.78,2.0,0,0,0,0,0,0,0,1,0,0
2014.0,24355.0,7000.0,5.0,3.0,1,43.5,2.0,0,0,0,1,0,0,0,0,0,0
2010.0,64348.0,9749.0,5.0,4.0,1,277.49,9.0,1,0,0,0,0,0,0,0,0,0
2004.0,43000.0,1295.0,5.0,5.0,1,21.295,1.0,0,0,0,1,0,0,0,0,0,0
2018.0,10.0,22599.0,5.0,5.0,1,12.2599,0.5,0,0,0,0,0,1,0,0,0,0
2007.0,66000.0,3000.0,4.0,5.0,1,10.3,0.5,0,0,0,0,0,1,0,0,0,0
2005.0,78200.0,3495.0,5.0,5.0,1,23.1455,1.0,0,0,0,0,0,1,0,0,0,0
2011.0,28458.0,4980.0,5.0,5.0,1,10.498,0.5,0,0,0,0,0,0,0,0,1,0
2006.0,86974.0,2490.0,7.0,5.0,1,204.9,9.0,0,0,0,0,0,0,0,1,0,0
2010.0,75000.0,9000.0,5.0,5.0,1,23.7791,1.0,0,0,0,1,0,0,0,0,0,0
2013.0,39327.0,13400.0,5.0,5.0,1,308.0,2.0,0,0,0,0,0,1,0,0,0,0
2015.0,49583.0,8990.0,5.0,5.0,1,269.9,9.0,0,0,0,1,0,0,0,0,0,0
2018.0,20.0,439995.0,2.0,2.0,3,191.9985,3.0,0,0,0,0,0,1,0,0,0,0
2011.0,51000.0,3800.0,5.0,5.0,1,63.8,3.0,0,0,0,0,0,0,0,0,1,0
2018.0,8.0,15999.0,5.0,5.0,1,359.98,2.0,0,0,0,0,0,1,0,0,0,0
2014.0,31861.0,5995.0,4.0,3.0,1,119.95,3.0,0,0,0,1,0,0,0,0,0,0
2016.0,9000.0,24495.0,5.0,5.0,1,34.697,1.0,0,0,0,0,0,1,0,0,0,0
2008.0,106373.0,1495.0,5.0,5.0,1,70.465,3.0,0,0,0,1,0,0,0,0,0,0
2017.0,2664.0,25999.0,5.0,5.0,1,439.99,9.0,0,0,0,0,0,1,0,0,0,0
2018.0,8439.0,13300.0,5.0,5.0,1,193.0,3.0,0,0,0,1,0,0,0,0,0,0
2010.0,44000.0,4295.0,5.0,3.0,3,30.4295,1.5,0,0,0,0,0,1,0,0,0,0
2016.0,14752.0,8690.0,5.0,5.0,1,238.21,8.0,0,0,0,0,0,0,0,0,1,0
2009.0,63000.0,5995.0,5.0,5.0,1,159.9,2.0,1,0,0,0,0,0,0,0,0,0
2007.0,75657.0,980.0,5.0,3.0,1,59.6,2.0,0,0,0,1,0,0,0,0,0,0
2009.0,56000.0,2495.0,5.0,3.0,1,32.475,1.0,0,0,0,0,1,0,0,0,0,0
2016.0,2300.0,14500.0,5.0,5.0,3,73.05,3.0,0,0,0,0,0,1,0,0,0,0
2019.0,14851.0,15490.0,5.0,5.0,1,126.47,4.0,0,0,0,1,0,0,0,0,0,0
2018.0,5000.0,9590.0,5.0,5.0,1,246.31,8.0,0,0,0,1,0,0,0,0,0,0
2016.0,9969.0,26500.0,7.0,5.0,1,570.0,2.0,0,0,0,0,0,1,0,0,0,0
2016.0,7075.0,15990.0,5.0,5.0,1,171.93,3.0,0,0,0,0,0,1,0,0,0,0
2011.0,83000.0,3450.0,5.0,5.0,2,42.07,2.0,0,0,1,0,0,0,0,0,0,0
2006.0,67086.0,1750.0,4.0,3.0,1,10.175,0.5,0,0,0,0,0,0,0,1,0,0
2012.0,39000.0,3990.0,5.0,3.0,2,159.8,4.0,0,0,1,0,0,0,0,0,0,0
2014.0,36255.0,17394.0,5.0,4.0,2,476.546,16.0,0,0,0,0,0,1,0,0,0,0
2006.0,111000.0,1500.0,5.0,5.0,1,460.0,8.0,0,0,0,1,0,0,0,0,0,0
2009.0,91000.0,2995.0,4.0,3.0,1,22.995,1.0,0,0,0,0,0,1,0,0,0,0
2011.0,94000.0,6975.0,5.0,5.0,1,179.5,2.0,0,0,0,0,0,1,0,0,0,0
2014.0,88000.0,6950.0,5.0,5.0,1,407.5,3.0,0,0,0,0,0,0,0,0,1,0
2019.0,11011.0,26000.0,4.0,3.0,1,320.0,3.0,1,0,0,0,0,0,0,0,0,0
2011.0,35686.0,16990.0,5.0,5.0,1,76.99000000000001,3.0,1,0,0,0,0,0,0,0,0,0
2019.0,1297.0,16999.0,5.0,5.0,1,349.99,9.0,0,0,0,0,1,0,0,0,0,0
2011.0,64707.0,3989.0,5.0,5.0,1,399.4500000000001,10.0,0,0,0,0,0,0,0,0,1,0
2005.0,40000.0,620.0,5.0,5.0,1,91.0,3.0,0,0,0,0,0,1,0,0,0,0
2004.0,40000.0,895.0,5.0,5.0,1,188.95,9.0,0,0,0,0,0,1,0,0,0,0
2018.0,7995.0,19998.0,7.0,5.0,1,11.9998,0.5,0,1,0,0,0,0,0,0,0,0
2006.0,71790.0,1800.0,5.0,5.0,1,78.0,3.0,0,0,0,0,0,0,1,0,0,0
2007.0,94929.0,1899.0,7.0,5.0,1,58.99,2.0,0,0,0,0,0,0,0,0,1,0
2017.0,12312.0,6799.0,4.0,5.0,1,43.3995,2.0,0,0,0,0,0,0,1,0,0,0
2012.0,56973.0,8495.0,5.0,4.0,1,119.465,3.0,0,0,0,0,0,1,0,0,0,0
2007.0,89972.0,6800.0,5.0,5.0,1,176.0,2.0,0,0,0,0,0,1,0,0,0,0
2019.0,20062.0,20467.0,5.0,5.0,1,449.34,2.0,1,0,0,0,0,0,0,0,0,0
2009.0,98000.0,7489.0,4.0,2.0,1,27.489,1.0,1,0,0,0,0,0,0,0,0,0
2007.0,106000.0,9594.0,5.0,4.0,1,22.8782,1.0,0,0,0,1,0,0,0,0,0,0
2016.0,16094.0,14600.0,5.0,5.0,1,11.46,0.5,0,0,0,0,0,0,0,0,0,1
2015.0,15029.0,9000.0,5.0,5.0,1,25.5788,1.0,0,0,0,0,0,1,0,0,0,0
2009.0,66506.0,3998.0,5.0,5.0,2,355.982,16.0,0,0,1,0,0,0,0,0,0,0
2011.0,63381.0,5500.0,5.0,5.0,1,56.5,2.0,0,0,0,0,0,0,1,0,0,0
2014.0,29000.0,24489.0,4.0,4.0,1,42.0401,1.0,0,0,0,0,0,1,0,0,0,0
2010.0,109000.0,2990.0,5.0,5.0,1,89.9,3.0,0,0,0,0,0,1,0,0,0,0
2016.0,65677.0,6490.0,5.0,5.0,1,99.47,4.0,0,0,0,0,0,0,0,0,1,0
2008.0,77130.0,2495.0,5.0,5.0,1,22.495,1.0,0,0,0,0,0,1,0,0,0,0
2013.0,40000.0,29990.0,2.0,2.0,1,639.8000000000001,2.0,0,0,0,0,0,1,0,0,0,0
2015.0,39863.0,23456.0,5.0,5.0,1,274.56,2.0,0,0,0,0,0,0,0,0,0,1
2007.0,92289.0,1490.0,5.0,5.0,1,21.341,1.0,0,0,0,0,1,0,0,0,0,0
2010.0,75722.0,4995.0,5.0,5.0,1,89.95,2.0,0,0,0,0,0,0,1,0,0,0
2004.0,52600.0,21000.0,4.0,2.0,3,390.0,9.0,0,0,0,0,0,1,0,0,0,0
2009.0,45000.0,4690.0,5.0,5.0,1,21.407,1.0,0,0,0,0,0,0,0,1,0,0
2005.0,121000.0,1189.0,7.0,5.0,1,63.78,2.0,0,0,0,0,0,1,0,0,0,0
2014.0,10000.0,67989.0,4.0,2.0,1,40.3967,1.0,0,0,0,0,0,1,0,0,0,0
2018.0,99.0,12495.0,5.0,5.0,1,27.497,1.0,0,0,0,0,0,1,0,0,0,0
2014.0,48095.0,6875.0,5.0,5.0,1,248.75,9.0,0,0,0,0,0,1,0,0,0,0
2006.0,154218.0,899.0,5.0,4.0,1,40.4495,2.0,0,0,0,0,0,0,0,0,0,1
2001.0,91000.0,8995.0,2.0,2.0,3,68.0955,3.0,0,0,0,0,0,1,0,0,0,0
2012.0,39498.0,9000.0,4.0,2.0,1,200.0,2.0,0,0,0,0,0,0,1,0,0,0
2016.0,32000.0,31000.0,5.0,5.0,1,38.6,1.0,0,0,0,0,0,1,0,0,0,0
2015.0,15295.0,15295.0,7.0,5.0,1,33.7655,1.0,0,0,0,1,0,0,0,0,0,0
2013.0,76000.0,4475.0,5.0,3.0,1,104.75,3.0,0,0,0,0,0,0,0,0,1,0
2016.0,2850.0,259850.0,2.0,2.0,3,249.925,6.0,0,0,0,0,0,1,0,0,0,0
2010.0,54506.0,7150.0,5.0,5.0,3,62.145,3.0,0,0,0,0,0,1,0,0,0,0
2019.0,2500.0,9000.0,5.0,5.0,1,31.2485,1.0,0,0,0,0,0,1,0,0,0,0
2014.0,40000.0,7869.0,5.0,5.0,1,10.7869,0.5,0,0,0,0,0,1,0,0,0,0
2007.0,33570.0,36990.0,4.0,2.0,3,93.291,3.0,0,0,0,0,0,1,0,0,0,0
2009.0,60000.0,3995.0,5.0,5.0,1,21.1985,1.0,0,0,0,0,0,1,0,0,0,0
2014.0,36463.0,5995.0,5.0,5.0,1,25.3955,1.0,0,0,0,0,0,0,0,0,1,0
2014.0,29000.0,6795.0,4.0,3.0,1,53.975,1.0,0,0,0,0,0,1,0,0,0,0
2010.0,93000.0,9495.0,5.0,5.0,3,634.95,27.0,0,0,0,0,0,1,0,0,0,0
2008.0,94000.0,1200.0,5.0,3.0,1,52.0,2.0,0,1,0,0,0,0,0,0,0,0
2011.0,85236.0,4989.0,5.0,5.0,1,229.89,9.0,0,0,0,0,0,0,0,0,1,0
2011.0,87540.0,3990.0,5.0,5.0,1,21.197,1.0,0,0,0,0,0,0,1,0,0,0
2012.0,65703.0,9948.0,5.0,3.0,1,44.974,2.0,1,0,0,0,0,0,0,0,0,0
2019.0,18000.0,55999.0,4.0,2.0,1,75.999,1.0,1,0,0,0,0,0,0,0,0,0
2016.0,29242.0,10400.0,5.0,5.0,1,132.8,3.0,0,0,0,0,0,1,0,0,0,0
2011.0,31800.0,5495.0,5.0,5.0,1,114.95,3.0,0,0,0,0,0,1,0,0,0,0
2008.0,110000.0,750.0,5.0,5.0,1,20.75,1.0,0,0,0,0,0,1,0,0,0,0
2010.0,69451.0,3850.0,5.0,5.0,2,312.5,6.0,0,0,1,0,0,0,0,0,0,0
2014.0,61039.0,23980.0,7.0,5.0,1,519.6,2.0,1,0,0,0,0,0,0,0,0,0
2019.0,32396.0,30950.0,5.0,4.0,1,47.855,1.0,1,0,0,0,0,0,0,0,0,0
2015.0,7167.0,6995.0,5.0,5.0,2,149.95,4.0,0,0,1,0,0,0,0,0,0,0
2012.0,136157.0,4290.0,7.0,5.0,1,42.145,2.0,0,0,0,1,0,0,0,0,0,0
2015.0,18017.0,7295.0,5.0,3.0,1,22.1885,1.0,0,0,0,0,0,0,1,0,0,0
2015.0,54000.0,13779.0,5.0,4.0,3,395.58,6.0,0,0,0,0,0,1,0,0,0,0
2012.0,80000.0,14995.0,12.0,4.0,1,301.07988759206245,166.4237637852083,0,0,0,0,0,0,0,1,0,0
2015.0,22450.0,24000.0,5.0,5.0,1,280.0,2.0,1,0,0,0,0,0,0,0,0,0
2008.0,71654.0,2000.0,5.0,5.0,1,178.0,8.0,0,0,0,0,0,1,0,0,0,0
2015.0,50200.0,11999.0,5.0,5.0,1,299.99,9.0,0,0,0,0,0,0,0,0,0,1
2019.0,12092.0,19745.0,5.0,5.0,1,257.45000000000005,3.0,0,0,0,0,0,1,0,0,0,0
2005.0,89100.0,2595.0,5.0,5.0,1,32.975,1.0,0,0,0,0,0,1,0,0,0,0
2011.0,75000.0,4290.0,5.0,5.0,2,165.8,4.0,0,0,1,0,0,0,0,0,0,0
2013.0,89000.0,6700.0,5.0,5.0,1,127.0,3.0,0,0,0,0,0,0,0,0,1,0
2001.0,62000.0,1895.0,5.0,4.0,3,138.95,6.0,0,0,0,0,0,1,0,0,0,0
2016.0,15525.0,12900.0,7.0,5.0,1,23.87,1.0,0,0,0,0,0,0,0,1,0,0
2015.0,11682.0,14995.0,5.0,4.0,1,189.95,2.0,0,0,0,0,0,1,0,0,0,0
2017.0,6033.0,9250.0,5.0,3.0,1,132.5,2.0,0,0,0,1,0,0,0,0,0,0
2010.0,80000.0,3495.0,5.0,5.0,2,41.0485,2.0,0,0,0,0,0,1,0,0,0,0
2016.0,14092.0,15794.0,5.0,5.0,1,170.558,3.0,0,0,0,0,1,0,0,0,0,0
2017.0,770.0,14990.0,5.0,5.0,1,209.9,3.0,0,0,0,0,0,1,0,0,0,0
2017.0,5881.0,9000.0,5.0,5.0,3,529.9300000000001,9.0,0,0,0,0,0,1,0,0,0,0
2014.0,26601.0,7490.0,5.0,5.0,2,46.741,2.0,0,0,1,0,0,0,0,0,0,0
2018.0,4000.0,30000.0,5.0,4.0,1,13.0,0.5,1,0,0,0,0,0,0,0,0,0
2015.0,77126.0,10076.0,5.0,5.0,1,23.0228,1.0,0,0,0,0,0,0,0,1,0,0
2014.0,7379.0,9997.0,2.0,2.0,2,459.97,18.0,0,0,0,0,0,1,0,0,0,0
2017.0,12500.0,25355.0,5.0,4.0,1,35.213,1.0,0,0,0,1,0,0,0,0,0,0
2007.0,159000.0,790.0,5.0,5.0,1,67.9,3.0,0,0,0,1,0,0,0,0,0,0
2016.0,10474.0,26993.0,4.0,3.0,1,402.937,8.0,1,0,0,0,0,0,0,0,0,0
2015.0,12405.0,12950.0,4.0,2.0,2,104.75,2.0,0,0,0,0,0,1,0,0,0,0
2013.0,132674.0,3950.0,5.0,5.0,1,119.0,2.0,0,0,0,0,0,0,0,0,1,0
2017.0,4000.0,11999.0,5.0,5.0,1,299.99,9.0,0,0,0,0,0,0,0,1,0,0
2018.0,1501.0,49995.0,7.0,5.0,1,559.95,3.0,0,1,0,0,0,0,0,0,0,0
2017.0,5891.0,21791.0,5.0,5.0,1,12.1791,0.5,1,0,0,0,0,0,0,0,0,0
2015.0,37535.0,49650.0,5.0,5.0,3,144.825,6.0,0,0,0,0,0,1,0,0,0,0
2015.0,23015.0,8995.0,5.0,5.0,1,44.4975,2.0,0,0,0,1,0,0,0,0,0,0
2009.0,175000.0,1990.0,5.0,5.0,1,20.597,1.0,1,0,0,0,0,0,0,0,0,0
2013.0,69997.0,9500.0,5.0,4.0,3,268.5,12.0,0,0,0,0,0,1,0,0,0,0
2009.0,130000.0,10975.0,5.0,5.0,1,259.5,2.0,0,0,0,0,0,1,0,0,0,0
2010.0,136000.0,4950.0,5.0,4.0,1,24.455,1.0,1,0,0,0,0,0,0,0,0,0
2015.0,20779.0,11799.0,5.0,4.0,1,30.6191,1.0,0,0,0,0,0,1,0,0,0,0
2013.0,31000.0,4795.0,5.0,5.0,1,87.95,2.0,0,0,0,0,0,0,0,0,1,0
2016.0,15358.0,11799.0,5.0,5.0,1,30.6191,1.0,0,0,0,1,0,0,0,0,0,0
2009.0,44840.0,3300.0,5.0,5.0,1,73.0,2.0,0,0,0,0,0,0,0,1,0,0
2005.0,119000.0,2290.0,5.0,5.0,1,174.5,3.0,0,1,0,0,0,0,0,0,0,0
2014.0,75000.0,2495.0,4.0,2.0,2,342.455,16.0,0,0,0,0,0,1,0,0,0,0
2012.0,44417.0,4190.0,5.0,3.0,1,64.19,3.0,0,0,0,0,0,0,0,0,1,0
2019.0,22899.0,9000.0,5.0,5.0,1,184.9,3.0,0,0,0,0,0,1,0,0,0,0
2008.0,54700.0,3750.0,5.0,5.0,1,21.125,1.0,0,0,0,0,0,0,0,0,0,1
2014.0,26480.0,5800.0,4.0,3.0,1,238.0,9.0,0,0,0,0,0,0,0,0,0,1
